,State,District,Season,Crop,Year,Area,Rainfall,Production,Humidity,Min Temperature,Max Temperature,Temperature
9725,bihar,muzaffarpur,rabi,rapeseed &mustard,2013,5636.0,46.85475,4672.0,69,2,43,25
9726,bihar,nalanda,rabi,rapeseed &mustard,1997,1954.0,28.83975,1512.0,69,7,42,25
9727,bihar,nalanda,rabi,rapeseed &mustard,1998,1938.0,52.99125,1202.0,72,6,45,26
9728,bihar,nalanda,rabi,rapeseed &mustard,1999,1795.0,27.34325,1501.0,70,5,43,26
9729,bihar,nalanda,rabi,rapeseed &mustard,2000,1304.0,68.68375,1878.0,70,6,41,26
9730,bihar,nalanda,rabi,rapeseed &mustard,2001,1306.0,66.97275,1346.0,65,5,43,25
9731,bihar,nalanda,rabi,rapeseed &mustard,2002,1393.0,30.30975,1007.0,71,7,42,25
9732,bihar,nalanda,rabi,rapeseed &mustard,2003,958.0,62.4265,709.0,71,3,43,25
9733,bihar,nalanda,rabi,rapeseed &mustard,2004,900.0,45.6935,383.0,71,5,44,25
9734,bihar,nalanda,rabi,rapeseed &mustard,2005,1183.0,34.95525,450.0,65,7,45,26
9735,bihar,nalanda,rabi,rapeseed &mustard,2006,1014.0,85.1885,787.0,68,5,42,25
9736,bihar,nalanda,rabi,rapeseed &mustard,2007,1620.0,32.085,1740.0,71,6,44,25
9737,bihar,nalanda,rabi,rapeseed &mustard,2008,1354.0,49.9715,1068.0,68,6,43,26
9738,bihar,nalanda,rabi,rapeseed &mustard,2009,1775.0,27.0935,2107.0,62,5,45,26
9739,bihar,nalanda,rabi,rapeseed &mustard,2010,2027.0,36.56725,4263.0,64,4,45,27
9740,bihar,nalanda,rabi,rapeseed &mustard,2011,2340.0,45.87275,3435.0,68,3,43,26
9741,bihar,nalanda,rabi,rapeseed &mustard,2012,1834.0,28.66175,3446.0,63,5,45,26
9742,bihar,nalanda,rabi,rapeseed &mustard,2013,2206.0,51.27625,6781.0,69,2,43,25
9743,bihar,nawada,rabi,rapeseed &mustard,1997,578.0,13.4965,271.0,69,7,42,25
9744,bihar,nawada,rabi,rapeseed &mustard,1998,538.0,17.68175,477.0,72,6,45,26
9745,bihar,nawada,rabi,rapeseed &mustard,1999,559.0,27.21425,304.0,70,5,43,26
9746,bihar,nawada,rabi,rapeseed &mustard,2000,851.0,79.43775,344.0,70,6,41,26
9747,bihar,nawada,rabi,rapeseed &mustard,2001,712.0,11.74525,976.0,65,5,43,25
9748,bihar,nawada,rabi,rapeseed &mustard,2002,744.0,22.46975,388.0,71,7,42,25
9749,bihar,nawada,rabi,rapeseed &mustard,2003,716.0,19.4435,289.0,71,3,43,25
9750,bihar,nawada,rabi,rapeseed &mustard,2004,334.0,19.5815,259.0,71,5,44,25
9751,bihar,nawada,rabi,rapeseed &mustard,2005,400.0,8.71625,223.0,65,7,45,26
9752,bihar,nawada,rabi,rapeseed &mustard,2006,893.0,25.90875,494.0,68,5,42,25
9753,bihar,nawada,rabi,rapeseed &mustard,2007,915.0,43.74325,546.0,71,6,44,25
9754,bihar,nawada,rabi,rapeseed &mustard,2008,962.0,19.90375,522.0,68,6,43,26
9755,bihar,nawada,rabi,rapeseed &mustard,2009,855.0,32.8995,756.0,62,5,45,26
9756,bihar,nawada,rabi,rapeseed &mustard,2010,1364.0,30.04825,1566.0,64,4,45,27
9757,bihar,nawada,rabi,rapeseed &mustard,2011,1085.0,63.67725,1140.0,68,3,43,26
9758,bihar,nawada,rabi,rapeseed &mustard,2012,690.0,16.224,600.0,63,5,45,26
9759,bihar,nawada,rabi,rapeseed &mustard,2013,734.0,4.66025,567.0,69,2,43,25
9760,bihar,patna,rabi,rapeseed &mustard,1997,1530.0,47.82475,1506.0,69,7,42,25
9761,bihar,patna,rabi,rapeseed &mustard,1998,1771.0,47.9195,1612.0,72,6,45,26
9762,bihar,patna,rabi,rapeseed &mustard,1999,2555.0,9.4175,1699.0,70,5,43,26
9763,bihar,patna,rabi,rapeseed &mustard,2000,3098.0,45.51,3730.0,70,6,41,26
9764,bihar,patna,rabi,rapeseed &mustard,2001,2475.0,18.617,2069.0,65,5,43,25
9765,bihar,patna,rabi,rapeseed &mustard,2002,3067.0,3.8705,3803.0,71,7,42,25
9766,bihar,patna,rabi,rapeseed &mustard,2003,2258.0,29.011,1603.0,71,3,43,25
9767,bihar,patna,rabi,rapeseed &mustard,2004,2779.0,4.789,2643.0,71,5,44,25
9768,bihar,patna,rabi,rapeseed &mustard,2005,2949.0,10.12375,2241.0,65,7,45,26
9769,bihar,patna,rabi,rapeseed &mustard,2006,2257.0,44.369,1609.0,68,5,42,25
9770,bihar,patna,rabi,rapeseed &mustard,2007,2171.0,18.11625,1086.0,71,6,44,25
9771,bihar,patna,rabi,rapeseed &mustard,2008,2459.0,14.26675,2171.0,68,6,43,26
9772,bihar,patna,rabi,rapeseed &mustard,2009,2461.0,35.26075,3832.0,62,5,45,26
9773,bihar,patna,rabi,rapeseed &mustard,2010,809.0,48.28175,1349.0,64,4,45,27
9774,bihar,patna,rabi,rapeseed &mustard,2011,2483.0,29.406,4176.0,68,3,43,26
9775,bihar,patna,rabi,rapeseed &mustard,2012,3779.0,32.33775,7675.0,63,5,45,26
9776,bihar,patna,rabi,rapeseed &mustard,2013,3029.0,8.85525,7191.0,69,2,43,25
9777,bihar,purnia,rabi,rapeseed &mustard,1997,4476.0,20.69575,2927.0,69,7,42,25
9778,bihar,purnia,rabi,rapeseed &mustard,1998,4068.0,18.7185,2900.0,72,6,45,26
9779,bihar,purnia,rabi,rapeseed &mustard,1999,3491.0,27.16375,1903.0,70,5,43,26
9780,bihar,purnia,rabi,rapeseed &mustard,2000,3292.0,20.6465,4790.0,70,6,41,26
9781,bihar,purnia,rabi,rapeseed &mustard,2001,4010.0,23.74925,2434.0,65,5,43,25
9782,bihar,purnia,rabi,rapeseed &mustard,2002,4067.0,17.41125,3986.0,71,7,42,25
9783,bihar,purnia,rabi,rapeseed &mustard,2003,3043.0,19.9165,3408.0,71,3,43,25
9784,bihar,purnia,rabi,rapeseed &mustard,2004,2900.0,51.63275,4165.0,71,5,44,25
9785,bihar,purnia,rabi,rapeseed &mustard,2005,3496.0,19.1715,3255.0,65,7,45,26
9786,bihar,purnia,rabi,rapeseed &mustard,2006,3146.0,16.3405,3234.0,68,5,42,25
9787,bihar,purnia,rabi,rapeseed &mustard,2007,3859.0,27.070999999999998,5075.0,71,6,44,25
9788,bihar,purnia,rabi,rapeseed &mustard,2008,3719.0,46.73825,3440.0,68,6,43,26
9789,bihar,purnia,rabi,rapeseed &mustard,2009,4078.0,17.71675,4155.0,62,5,45,26
9790,bihar,purnia,rabi,rapeseed &mustard,2010,3726.0,40.451,3704.0,64,4,45,27
9791,bihar,purnia,rabi,rapeseed &mustard,2011,3762.0,25.746,4326.0,68,3,43,26
9792,bihar,purnia,rabi,rapeseed &mustard,2012,3799.0,70.633,4525.0,63,5,45,26
9793,bihar,purnia,rabi,rapeseed &mustard,2013,991.0,19.42775,1068.0,69,2,43,25
9794,bihar,rohtas,rabi,rapeseed &mustard,1997,3275.0,6.5785,2800.0,69,7,42,25
9795,bihar,rohtas,rabi,rapeseed &mustard,1998,2992.0,31.26325,1622.0,72,6,45,26
9796,bihar,rohtas,rabi,rapeseed &mustard,1999,3022.0,17.57125,2662.0,70,5,43,26
9797,bihar,rohtas,rabi,rapeseed &mustard,2000,3098.0,27.3405,1685.0,70,6,41,26
9798,bihar,rohtas,rabi,rapeseed &mustard,2001,3037.0,15.40325,2275.0,65,5,43,25
9799,bihar,rohtas,rabi,rapeseed &mustard,2002,1612.0,48.137,1506.0,71,7,42,25
9800,bihar,rohtas,rabi,rapeseed &mustard,2003,3579.0,13.3915,3228.0,71,3,43,25
9801,bihar,rohtas,rabi,rapeseed &mustard,2004,3811.0,21.393,2759.0,71,5,44,25
9802,bihar,rohtas,rabi,rapeseed &mustard,2005,2764.0,22.1055,1902.0,65,7,45,26
9803,bihar,rohtas,rabi,rapeseed &mustard,2006,3385.0,14.737,2627.0,68,5,42,25
9804,bihar,rohtas,rabi,rapeseed &mustard,2007,1215.0,17.844,1126.0,71,6,44,25
9805,bihar,rohtas,rabi,rapeseed &mustard,2008,869.0,23.561,845.0,68,6,43,26
9806,bihar,rohtas,rabi,rapeseed &mustard,2009,969.0,46.52675,1409.0,62,5,45,26
9807,bihar,rohtas,rabi,rapeseed &mustard,2010,2052.0,11.3545,2503.0,64,4,45,27
9808,bihar,rohtas,rabi,rapeseed &mustard,2011,2743.0,43.07925,2148.0,68,3,43,26
9809,bihar,rohtas,rabi,rapeseed &mustard,2012,2743.0,25.36875,3388.0,63,5,45,26
9810,bihar,rohtas,rabi,rapeseed &mustard,2013,2777.0,62.2635,2927.0,69,2,43,25
9811,bihar,saharsa,rabi,rapeseed &mustard,1997,965.0,14.565,904.0,69,7,42,25
9812,bihar,saharsa,rabi,rapeseed &mustard,1998,654.0,3.72,328.0,72,6,45,26
9813,bihar,saharsa,rabi,rapeseed &mustard,1999,844.0,27.18675,1079.0,70,5,43,26
9814,bihar,saharsa,rabi,rapeseed &mustard,2000,844.0,17.2495,1183.0,70,6,41,26
9815,bihar,saharsa,rabi,rapeseed &mustard,2001,754.0,23.3415,976.0,65,5,43,25
9816,bihar,saharsa,rabi,rapeseed &mustard,2002,894.0,22.31975,817.0,71,7,42,25
9817,bihar,saharsa,rabi,rapeseed &mustard,2003,912.0,39.57775,507.0,71,3,43,25
9818,bihar,saharsa,rabi,rapeseed &mustard,2004,946.0,15.6145,425.0,71,5,44,25
9819,bihar,saharsa,rabi,rapeseed &mustard,2005,1089.0,19.2075,475.0,65,7,45,26
9820,bihar,saharsa,rabi,rapeseed &mustard,2006,982.0,41.843999999999994,1161.0,68,5,42,25
9821,bihar,saharsa,rabi,rapeseed &mustard,2007,986.0,19.067,551.0,71,6,44,25
9822,bihar,saharsa,rabi,rapeseed &mustard,2008,1009.0,13.3125,672.0,68,6,43,26
9823,bihar,saharsa,rabi,rapeseed &mustard,2009,932.0,26.35925,906.0,62,5,45,26
9824,bihar,saharsa,rabi,rapeseed &mustard,2010,1102.0,45.45925,755.0,64,4,45,27
9825,bihar,saharsa,rabi,rapeseed &mustard,2011,1014.0,18.6635,1399.0,68,3,43,26
9826,bihar,saharsa,rabi,rapeseed &mustard,2012,1420.0,37.00375,1092.0,63,5,45,26
9827,bihar,saharsa,rabi,rapeseed &mustard,2013,1069.0,27.60825,1682.0,69,2,43,25
9828,bihar,samastipur,rabi,rapeseed &mustard,1997,5637.0,66.82975,5113.0,69,7,42,25
9829,bihar,samastipur,rabi,rapeseed &mustard,1998,5822.0,21.23525,5207.0,72,6,45,26
9830,bihar,samastipur,rabi,rapeseed &mustard,1999,5590.0,6.32125,5092.0,70,5,43,26
9831,bihar,samastipur,rabi,rapeseed &mustard,2000,6088.0,29.68375,8310.0,70,6,41,26
9832,bihar,samastipur,rabi,rapeseed &mustard,2001,6497.0,17.958,7186.0,65,5,43,25
9833,bihar,samastipur,rabi,rapeseed &mustard,2002,6146.0,28.6085,5355.0,71,7,42,25
9834,bihar,samastipur,rabi,rapeseed &mustard,2003,6156.0,7.6895,3811.0,71,3,43,25
9835,bihar,samastipur,rabi,rapeseed &mustard,2004,6145.0,25.56725,4007.0,71,5,44,25
9836,bihar,samastipur,rabi,rapeseed &mustard,2005,6284.0,12.5795,5455.0,65,7,45,26
9837,bihar,samastipur,rabi,rapeseed &mustard,2006,6397.0,20.166,6845.0,68,5,42,25
9838,bihar,samastipur,rabi,rapeseed &mustard,2007,6061.0,13.50075,7304.0,71,6,44,25
9839,bihar,samastipur,rabi,rapeseed &mustard,2008,6733.0,12.767999999999999,5454.0,68,6,43,26
9840,bihar,samastipur,rabi,rapeseed &mustard,2009,7946.0,23.55875,8931.0,62,5,45,26
9841,bihar,samastipur,rabi,rapeseed &mustard,2010,1674.0,18.9265,2407.0,64,4,45,27
9842,bihar,samastipur,rabi,rapeseed &mustard,2011,7578.0,42.17775,17740.0,68,3,43,26
9843,bihar,samastipur,rabi,rapeseed &mustard,2012,7578.0,11.3405,16497.0,63,5,45,26
9844,bihar,samastipur,rabi,rapeseed &mustard,2013,8150.0,42.25125,9633.0,69,2,43,25
9845,bihar,saran,rabi,rapeseed &mustard,1997,2894.0,23.37925,2648.0,69,7,42,25
9846,bihar,saran,rabi,rapeseed &mustard,1998,3144.0,37.485,3597.0,72,6,45,26
9847,bihar,saran,rabi,rapeseed &mustard,1999,2728.0,3.12075,2362.0,70,5,43,26
9848,bihar,saran,rabi,rapeseed &mustard,2000,2802.0,21.3375,3360.0,70,6,41,26
9849,bihar,saran,rabi,rapeseed &mustard,2001,3320.0,17.5265,4299.0,65,5,43,25
9850,bihar,saran,rabi,rapeseed &mustard,2002,2936.0,27.697,3162.0,71,7,42,25
9851,bihar,saran,rabi,rapeseed &mustard,2003,2813.0,8.49775,3463.0,71,3,43,25
9852,bihar,saran,rabi,rapeseed &mustard,2004,2858.0,24.888,3295.0,71,5,44,25
9853,bihar,saran,rabi,rapeseed &mustard,2005,3197.0,11.71625,3245.0,65,7,45,26
9854,bihar,saran,rabi,rapeseed &mustard,2006,2956.0,19.6265,3039.0,68,5,42,25
9855,bihar,saran,rabi,rapeseed &mustard,2007,2772.0,10.05625,3088.0,71,6,44,25
9856,bihar,saran,rabi,rapeseed &mustard,2008,2694.0,12.117,2966.0,68,6,43,26
9857,bihar,saran,rabi,rapeseed &mustard,2009,3333.0,24.3515,3476.0,62,5,45,26
9858,bihar,saran,rabi,rapeseed &mustard,2010,2784.0,16.33775,2450.0,64,4,45,27
9859,bihar,saran,rabi,rapeseed &mustard,2011,3444.0,36.56175,3451.0,68,3,43,26
9860,bihar,saran,rabi,rapeseed &mustard,2012,2912.0,13.04975,1319.0,63,5,45,26
9861,bihar,saran,rabi,rapeseed &mustard,2013,2576.0,38.501999999999995,3264.0,69,2,43,25
9862,bihar,sheikhpura,rabi,rapeseed &mustard,1997,899.0,23.2325,743.0,69,7,42,25
9863,bihar,sheikhpura,rabi,rapeseed &mustard,1998,374.0,29.506,415.0,72,6,45,26
9864,bihar,sheikhpura,rabi,rapeseed &mustard,1999,351.0,14.402999999999999,147.0,70,5,43,26
9865,bihar,sheikhpura,rabi,rapeseed &mustard,2000,403.0,3.04925,177.0,70,6,41,26
9866,bihar,sheikhpura,rabi,rapeseed &mustard,2001,461.0,19.632,244.0,65,5,43,25
9867,bihar,sheikhpura,rabi,rapeseed &mustard,2002,446.0,15.5465,167.0,71,7,42,25
9868,bihar,sheikhpura,rabi,rapeseed &mustard,2003,359.0,26.721999999999998,256.0,71,3,43,25
9869,bihar,sheikhpura,rabi,rapeseed &mustard,2004,571.0,14.29425,626.0,71,5,44,25
9870,bihar,sheikhpura,rabi,rapeseed &mustard,2005,457.0,59.37625,348.0,65,7,45,26
9871,bihar,sheikhpura,rabi,rapeseed &mustard,2006,471.0,13.161,337.0,68,5,42,25
9872,bihar,sheikhpura,rabi,rapeseed &mustard,2007,470.0,18.727999999999998,446.0,71,6,44,25
9873,bihar,sheikhpura,rabi,rapeseed &mustard,2008,449.0,16.69175,304.0,68,6,43,26
9874,bihar,sheikhpura,rabi,rapeseed &mustard,2009,857.0,13.25775,855.0,62,5,45,26
9875,bihar,sheikhpura,rabi,rapeseed &mustard,2010,711.0,16.74525,454.0,64,4,45,27
9876,bihar,sheikhpura,rabi,rapeseed &mustard,2011,646.0,22.69725,446.0,68,3,43,26
9877,bihar,sheikhpura,rabi,rapeseed &mustard,2012,476.0,45.5005,224.0,63,5,45,26
9878,bihar,sheikhpura,rabi,rapeseed &mustard,2013,418.0,12.35075,261.0,69,2,43,25
9879,bihar,sheohar,rabi,rapeseed &mustard,1997,371.0,45.25225,320.0,69,7,42,25
9880,bihar,sheohar,rabi,rapeseed &mustard,1998,398.0,27.211,186.0,72,6,45,26
9881,bihar,sheohar,rabi,rapeseed &mustard,1999,409.0,53.055,292.0,70,5,43,26
9882,bihar,sheohar,rabi,rapeseed &mustard,2000,396.0,14.9945,233.0,70,6,41,26
9883,bihar,sheohar,rabi,rapeseed &mustard,2001,355.0,3.22,243.0,65,5,43,25
9884,bihar,sheohar,rabi,rapeseed &mustard,2002,356.0,28.21725,214.0,71,7,42,25
9885,bihar,sheohar,rabi,rapeseed &mustard,2003,222.0,21.197,167.0,71,3,43,25
9886,bihar,sheohar,rabi,rapeseed &mustard,2004,311.0,31.9305,137.0,71,5,44,25
9887,bihar,sheohar,rabi,rapeseed &mustard,2005,256.0,10.981,73.0,65,7,45,26
9888,bihar,sheohar,rabi,rapeseed &mustard,2006,300.0,24.333000000000002,350.0,68,5,42,25
9889,bihar,sheohar,rabi,rapeseed &mustard,2007,241.0,13.55225,180.0,71,6,44,25
9890,bihar,sheohar,rabi,rapeseed &mustard,2008,251.0,27.168000000000003,5.0,68,6,43,26
9891,bihar,sheohar,rabi,rapeseed &mustard,2009,278.0,19.77575,170.0,62,5,45,26
9892,bihar,sheohar,rabi,rapeseed &mustard,2010,437.0,18.059,284.0,64,4,45,27
9893,bihar,sheohar,rabi,rapeseed &mustard,2011,567.0,25.22425,517.0,68,3,43,26
9894,bihar,sheohar,rabi,rapeseed &mustard,2012,393.0,24.20125,340.0,63,5,45,26
9895,bihar,sheohar,rabi,rapeseed &mustard,2013,595.0,49.324,582.0,69,2,43,25
9896,bihar,sitamarhi,rabi,rapeseed &mustard,1997,1100.0,9.2525,378.0,69,7,42,25
9897,bihar,sitamarhi,rabi,rapeseed &mustard,1998,977.0,45.185,676.0,72,6,45,26
9898,bihar,sitamarhi,rabi,rapeseed &mustard,1999,1031.0,25.18025,841.0,70,5,43,26
9899,bihar,sitamarhi,rabi,rapeseed &mustard,2000,817.0,58.1785,960.0,70,6,41,26
9900,bihar,sitamarhi,rabi,rapeseed &mustard,2001,990.0,12.93125,678.0,65,5,43,25
9901,bihar,sitamarhi,rabi,rapeseed &mustard,2002,998.0,3.28925,596.0,71,7,42,25
9902,bihar,sitamarhi,rabi,rapeseed &mustard,2003,979.0,22.76875,754.0,71,3,43,25
9903,bihar,sitamarhi,rabi,rapeseed &mustard,2004,982.0,15.07625,668.0,71,5,44,25
9904,bihar,sitamarhi,rabi,rapeseed &mustard,2005,836.0,33.54775,724.0,65,7,45,26
9905,bihar,sitamarhi,rabi,rapeseed &mustard,2006,1347.0,6.5635,1569.0,68,5,42,25
9906,bihar,sitamarhi,rabi,rapeseed &mustard,2007,1360.0,30.36925,934.0,71,6,44,25
9907,bihar,sitamarhi,rabi,rapeseed &mustard,2008,1092.0,12.112,829.0,68,6,43,26
9908,bihar,sitamarhi,rabi,rapeseed &mustard,2009,1451.0,12.8785,2468.0,62,5,45,26
9909,bihar,sitamarhi,rabi,rapeseed &mustard,2010,1460.0,8.926,3349.0,64,4,45,27
9910,bihar,sitamarhi,rabi,rapeseed &mustard,2011,925.0,7.12275,1014.0,68,3,43,26
9911,bihar,sitamarhi,rabi,rapeseed &mustard,2012,1003.0,20.362000000000002,1193.0,63,5,45,26
9912,bihar,sitamarhi,rabi,rapeseed &mustard,2013,597.0,13.64775,675.0,69,2,43,25
9913,bihar,siwan,rabi,rapeseed &mustard,1997,3250.0,28.45675,3195.0,69,7,42,25
9914,bihar,siwan,rabi,rapeseed &mustard,1998,3095.0,12.030999999999999,2473.0,72,6,45,26
9915,bihar,siwan,rabi,rapeseed &mustard,1999,2826.0,36.1735,2620.0,70,5,43,26
9916,bihar,siwan,rabi,rapeseed &mustard,2000,1949.0,19.21475,2068.0,70,6,41,26
9917,bihar,siwan,rabi,rapeseed &mustard,2001,1988.0,16.444000000000003,1529.0,65,5,43,25
9918,bihar,siwan,rabi,rapeseed &mustard,2002,1930.0,14.854000000000001,1789.0,71,7,42,25
9919,bihar,siwan,rabi,rapeseed &mustard,2003,2028.0,3.1635,2107.0,71,3,43,25
9920,bihar,siwan,rabi,rapeseed &mustard,2004,2269.0,21.5975,3016.0,71,5,44,25
9921,bihar,siwan,rabi,rapeseed &mustard,2005,313.0,19.852,289.0,65,7,45,26
9922,bihar,siwan,rabi,rapeseed &mustard,2006,1926.0,32.00825,1980.0,68,5,42,25
9923,bihar,siwan,rabi,rapeseed &mustard,2007,2092.0,16.72325,2063.0,71,6,44,25
9924,bihar,siwan,rabi,rapeseed &mustard,2008,1881.0,23.23875,2417.0,68,6,43,26
9925,bihar,siwan,rabi,rapeseed &mustard,2009,1826.0,16.58075,1914.0,62,5,45,26
9926,bihar,siwan,rabi,rapeseed &mustard,2010,2079.0,23.546999999999997,2551.0,64,4,45,27
9927,bihar,siwan,rabi,rapeseed &mustard,2011,2519.0,40.214,3149.0,68,3,43,26
9928,bihar,siwan,rabi,rapeseed &mustard,2012,2107.0,18.7805,3725.0,63,5,45,26
9929,bihar,siwan,rabi,rapeseed &mustard,2013,2111.0,20.009,2280.0,69,2,43,25
9930,bihar,supaul,rabi,rapeseed &mustard,1997,1398.0,26.24575,923.0,69,7,42,25
9931,bihar,supaul,rabi,rapeseed &mustard,1998,3706.0,48.1205,1857.0,72,6,45,26
9932,bihar,supaul,rabi,rapeseed &mustard,1999,1846.0,14.1315,2075.0,70,5,43,26
9933,bihar,supaul,rabi,rapeseed &mustard,2000,1727.0,43.15175,1960.0,70,6,41,26
9934,bihar,supaul,rabi,rapeseed &mustard,2001,2241.0,25.5395,2373.0,65,5,43,25
9935,bihar,supaul,rabi,rapeseed &mustard,2002,1713.0,66.868,1262.0,71,7,42,25
9936,bihar,supaul,rabi,rapeseed &mustard,2003,1891.0,16.64625,1469.0,71,3,43,25
9937,bihar,supaul,rabi,rapeseed &mustard,2004,1856.0,5.4345,1936.0,71,5,44,25
9938,bihar,supaul,rabi,rapeseed &mustard,2005,1414.0,28.69775,1200.0,65,7,45,26
9939,bihar,supaul,rabi,rapeseed &mustard,2006,1200.0,19.02875,1418.0,68,5,42,25
9940,bihar,supaul,rabi,rapeseed &mustard,2007,1328.0,28.671999999999997,1154.0,71,6,44,25
9941,bihar,supaul,rabi,rapeseed &mustard,2008,849.0,8.24825,1019.0,68,6,43,26
9942,bihar,supaul,rabi,rapeseed &mustard,2009,1423.0,27.50475,720.0,62,5,45,26
9943,bihar,supaul,rabi,rapeseed &mustard,2010,989.0,12.64725,1025.0,64,4,45,27
9944,bihar,supaul,rabi,rapeseed &mustard,2011,1568.0,21.4985,1065.0,68,3,43,26
9945,bihar,supaul,rabi,rapeseed &mustard,2012,1568.0,15.90425,1519.0,63,5,45,26
9946,bihar,supaul,rabi,rapeseed &mustard,2013,1086.0,13.658,851.0,69,2,43,25
9947,bihar,vaishali,rabi,rapeseed &mustard,1997,2517.0,23.15475,1040.0,69,7,42,25
9948,bihar,vaishali,rabi,rapeseed &mustard,1998,2191.0,21.52725,1308.0,72,6,45,26
9949,bihar,vaishali,rabi,rapeseed &mustard,1999,2536.0,46.7295,1775.0,70,5,43,26
9950,bihar,vaishali,rabi,rapeseed &mustard,2000,2680.0,9.641,1876.0,70,6,41,26
9951,bihar,vaishali,rabi,rapeseed &mustard,2001,2430.0,44.22775,1618.0,65,5,43,25
9952,bihar,vaishali,rabi,rapeseed &mustard,2002,2816.0,23.23575,1760.0,71,7,42,25
9953,bihar,vaishali,rabi,rapeseed &mustard,2003,2369.0,48.20425,1341.0,71,3,43,25
9954,bihar,vaishali,rabi,rapeseed &mustard,2004,2537.0,13.31425,1629.0,71,5,44,25
9955,bihar,vaishali,rabi,rapeseed &mustard,2005,2942.0,3.1635,2142.0,65,7,45,26
9956,bihar,vaishali,rabi,rapeseed &mustard,2006,2705.0,21.9845,1696.0,68,5,42,25
9957,bihar,vaishali,rabi,rapeseed &mustard,2007,2584.0,15.4805,2196.0,71,6,44,25
9958,bihar,vaishali,rabi,rapeseed &mustard,2008,2589.0,18.18675,1975.0,68,6,43,26
9959,bihar,vaishali,rabi,rapeseed &mustard,2009,2916.0,29.37225,2741.0,62,5,45,26
9960,bihar,vaishali,rabi,rapeseed &mustard,2010,2565.0,45.89725,2309.0,64,4,45,27
9961,bihar,vaishali,rabi,rapeseed &mustard,2011,2871.0,15.1815,4318.0,68,3,43,26
9962,bihar,vaishali,rabi,rapeseed &mustard,2012,2948.0,21.523000000000003,5560.0,63,5,45,26
9963,bihar,vaishali,rabi,rapeseed &mustard,2013,3058.0,44.36275,4945.0,69,2,43,25
9964,chandigarh,chandigarh,rabi,rapeseed &mustard,1998,120.0,21.5955,130.0,0,0,0,0
9965,chandigarh,chandigarh,rabi,rapeseed &mustard,1999,100.0,9.68325,120.0,0,0,0,0
9966,chandigarh,chandigarh,rabi,rapeseed &mustard,2000,80.0,27.0215,96.0,0,0,0,0
9967,chandigarh,chandigarh,rabi,rapeseed &mustard,2001,70.0,43.7305,125.0,0,0,0,0
9968,chandigarh,chandigarh,rabi,rapeseed &mustard,2002,30.0,22.908,50.0,0,0,0,0
9969,chhattisgarh,balrampur,rabi,rapeseed &mustard,2011,8619.0,32.43525,3592.0,63,9,43,26
9970,chhattisgarh,balrampur,rabi,rapeseed &mustard,2012,8342.0,29.30725,4626.0,59,9,46,27
9971,chhattisgarh,balrampur,rabi,rapeseed &mustard,2013,10084.0,67.391,6343.0,62,10,46,26
9972,chhattisgarh,bastar,rabi,rapeseed &mustard,2000,4672.0,22.8105,1542.0,61,10,45,27
9973,chhattisgarh,bastar,rabi,rapeseed &mustard,2001,4446.0,7.3015,1658.0,59,9,45,27
9974,chhattisgarh,bastar,rabi,rapeseed &mustard,2002,3203.0,30.78175,995.0,59,9,44,27
9975,chhattisgarh,bastar,rabi,rapeseed &mustard,2003,3573.0,16.6415,1559.0,61,8,46,27
9976,chhattisgarh,bastar,rabi,rapeseed &mustard,2004,3483.0,24.2995,1397.0,62,10,43,26
9977,chhattisgarh,bastar,rabi,rapeseed &mustard,2005,3410.0,18.445,618.0,60,10,45,26
9978,chhattisgarh,bastar,rabi,rapeseed &mustard,2006,2994.0,51.5325,1586.0,63,10,43,26
9979,chhattisgarh,bastar,rabi,rapeseed &mustard,2007,2455.0,13.4445,1158.0,62,11,44,26
9980,chhattisgarh,bastar,rabi,rapeseed &mustard,2008,2387.0,20.23675,848.0,60,9,43,26
9981,chhattisgarh,bastar,rabi,rapeseed &mustard,2009,2332.0,25.5905,1428.0,54,12,45,28
9982,chhattisgarh,bastar,rabi,rapeseed &mustard,2010,2318.0,15.978,1350.0,60,10,46,27
9983,chhattisgarh,bastar,rabi,rapeseed &mustard,2011,1647.0,14.802999999999999,1114.0,63,9,43,26
9984,chhattisgarh,bastar,rabi,rapeseed &mustard,2012,1661.0,24.32175,1261.0,59,9,46,27
9985,chhattisgarh,bastar,rabi,rapeseed &mustard,2013,1630.0,45.3025,1135.0,62,10,46,26
9986,chhattisgarh,bijapur,rabi,rapeseed &mustard,2007,154.0,39.60625,59.0,62,11,44,26
9987,chhattisgarh,bijapur,rabi,rapeseed &mustard,2008,87.0,26.24975,28.0,60,9,43,26
9988,chhattisgarh,bijapur,rabi,rapeseed &mustard,2009,63.0,63.53175,17.0,54,12,45,28
9989,chhattisgarh,bijapur,rabi,rapeseed &mustard,2010,51.0,16.1065,15.0,60,10,46,27
9990,chhattisgarh,bijapur,rabi,rapeseed &mustard,2011,37.0,4.32975,17.0,63,9,43,26
9991,chhattisgarh,bijapur,rabi,rapeseed &mustard,2012,41.0,27.67175,19.0,59,9,46,27
9992,chhattisgarh,bijapur,rabi,rapeseed &mustard,2013,43.0,15.90975,24.0,62,10,46,26
9993,chhattisgarh,bilaspur,rabi,rapeseed &mustard,2000,2211.0,25.1095,520.0,61,10,45,27
9994,chhattisgarh,bilaspur,rabi,rapeseed &mustard,2001,2556.0,35.01825,789.0,59,9,45,27
