State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Temperature,humidity,soil moisture
bihar,araria,1998,whole year ,dry chillies,219,184,34,45,52
bihar,araria,1999,whole year ,dry chillies,688,654,25,55,55
bihar,araria,2000,whole year ,dry chillies,173,111,37,40,46
bihar,araria,2001,whole year ,dry chillies,177,168,37,40,46
bihar,araria,2002,whole year ,dry chillies,267,179,37,40,46
bihar,araria,2003,whole year ,dry chillies,252,116,34,55,62
bihar,araria,2004,whole year ,dry chillies,232,160,37,40,46
bihar,araria,2005,whole year ,dry chillies,309,204,37,42,55
bihar,araria,2007,whole year ,dry chillies,261,183,37,40,46
bihar,araria,2008,whole year ,dry chillies,284,202,37,42,55
bihar,arwal,2003,whole year ,dry chillies,3,2,36,40,54
bihar,arwal,2004,whole year ,dry chillies,10,7,25,55,55
bihar,arwal,2005,whole year ,dry chillies,9,9,36,40,54
bihar,arwal,2008,whole year ,dry chillies,9,13,36,35,45
bihar,aurangabad,1997,whole year ,dry chillies,13,10,34,45,52
bihar,aurangabad,1998,whole year ,dry chillies,9,7,37,42,55
bihar,aurangabad,1999,whole year ,dry chillies,11,10,34,55,62
bihar,aurangabad,2000,whole year ,dry chillies,3,3,36,35,45
bihar,aurangabad,2001,whole year ,dry chillies,8,8,36,40,54
bihar,aurangabad,2002,whole year ,dry chillies,8,5,35,50,59
bihar,aurangabad,2003,whole year ,dry chillies,2,1,36,35,45
bihar,aurangabad,2004,whole year ,dry chillies,2,1,37,40,46
bihar,aurangabad,2005,whole year ,dry chillies,7,7,37,40,46
bihar,aurangabad,2007,whole year ,dry chillies,5,7,34,55,62
bihar,aurangabad,2008,whole year ,dry chillies,4,6,37,40,46
bihar,banka,1997,whole year ,dry chillies,12,10,36,41,50
bihar,banka,1998,whole year ,dry chillies,3,3,37,40,46
bihar,banka,2000,whole year ,dry chillies,5,5,36,41,50
bihar,banka,2001,whole year ,dry chillies,4,4,34,45,52
bihar,banka,2002,whole year ,dry chillies,16,11,34,55,62
bihar,banka,2003,whole year ,dry chillies,2,1,37,40,46
bihar,banka,2004,whole year ,dry chillies,9,6,36,35,45
bihar,banka,2005,whole year ,dry chillies,3,3,36,35,45
bihar,banka,2007,whole year ,dry chillies,3,4,35,50,59
bihar,banka,2008,whole year ,dry chillies,3,4,25,55,55
bihar,begusarai,1997,whole year ,dry chillies,2260,1921,36,40,54
bihar,begusarai,1998,whole year ,dry chillies,2783,2727,36,41,50
bihar,begusarai,1999,whole year ,dry chillies,1662,1413,37,42,55
bihar,begusarai,2000,whole year ,dry chillies,1081,843,37,42,55
bihar,begusarai,2001,whole year ,dry chillies,771,540,37,42,55
bihar,begusarai,2002,whole year ,dry chillies,865,502,37,40,46
bihar,begusarai,2003,whole year ,dry chillies,901,649,34,45,52
bihar,begusarai,2004,whole year ,dry chillies,831,590,35,50,59
bihar,begusarai,2005,whole year ,dry chillies,839,696,37,40,46
bihar,begusarai,2007,whole year ,dry chillies,657,1235,36,41,50
bihar,begusarai,2008,whole year ,dry chillies,324,758,36,40,54
bihar,bhagalpur,1997,whole year ,dry chillies,43,37,37,40,46
bihar,bhagalpur,1998,whole year ,dry chillies,27,25,34,45,52
bihar,bhagalpur,1999,whole year ,dry chillies,20,10,34,45,52
bihar,bhagalpur,2000,whole year ,dry chillies,19,20,34,45,52
bihar,bhagalpur,2001,whole year ,dry chillies,22,22,34,45,52
bihar,bhagalpur,2002,whole year ,dry chillies,3,2,36,40,54
bihar,bhagalpur,2003,whole year ,dry chillies,9,6,37,40,46
bihar,bhagalpur,2004,whole year ,dry chillies,8,6,34,55,62
bihar,bhagalpur,2005,whole year ,dry chillies,34,33,25,55,55
bihar,bhagalpur,2007,whole year ,dry chillies,8,11,36,35,45
bihar,bhagalpur,2008,whole year ,dry chillies,8,11,34,55,62
bihar,bhojpur,1997,whole year ,dry chillies,2,2,36,40,54
bihar,bhojpur,1998,whole year ,dry chillies,1,1,36,41,50
bihar,bhojpur,1999,whole year ,dry chillies,25,36,37,40,46
bihar,bhojpur,2003,whole year ,dry chillies,4,4,25,55,55
bihar,bhojpur,2005,whole year ,dry chillies,30,26,25,55,55
bihar,bhojpur,2008,whole year ,dry chillies,18,12,37,42,55
bihar,buxar,1998,whole year ,dry chillies,4,3,25,55,55
bihar,buxar,1999,whole year ,dry chillies,5,7,36,40,54
bihar,buxar,2000,whole year ,dry chillies,2,4,36,41,50
bihar,buxar,2001,whole year ,dry chillies,4,6,36,41,50
bihar,buxar,2002,whole year ,dry chillies,2,1,37,40,46
bihar,buxar,2003,whole year ,dry chillies,3,3,36,35,45
bihar,darbhanga,1997,whole year ,dry chillies,97,65,35,50,59
bihar,darbhanga,1998,whole year ,dry chillies,100,80,36,35,45
bihar,darbhanga,1999,whole year ,dry chillies,103,83,36,40,54
bihar,darbhanga,2000,whole year ,dry chillies,110,116,35,50,59
bihar,darbhanga,2001,whole year ,dry chillies,116,119,35,50,59
bihar,darbhanga,2002,whole year ,dry chillies,18,12,34,55,62
bihar,darbhanga,2003,whole year ,dry chillies,37,19,37,42,55
bihar,darbhanga,2004,whole year ,dry chillies,35,43,37,40,46
bihar,darbhanga,2005,whole year ,dry chillies,34,22,36,35,45
bihar,gaya,1997,whole year ,dry chillies,111,85,34,55,62
bihar,gaya,1998,whole year ,dry chillies,87,61,37,40,46
bihar,gaya,1999,whole year ,dry chillies,16,14,34,45,52
bihar,gaya,2000,whole year ,dry chillies,36,38,36,40,54
bihar,gaya,2001,whole year ,dry chillies,2,2,35,50,59
bihar,gaya,2002,whole year ,dry chillies,45,30,36,40,54
bihar,gaya,2003,whole year ,dry chillies,51,35,25,55,55
bihar,gaya,2004,whole year ,dry chillies,62,45,25,55,55
bihar,gaya,2005,whole year ,dry chillies,47,46,37,40,46
bihar,gaya,2007,whole year ,dry chillies,55,73,34,55,62
bihar,gaya,2008,whole year ,dry chillies,57,80,36,35,45
bihar,gopalganj,1997,whole year ,dry chillies,2,2,35,50,59
bihar,gopalganj,2000,whole year ,dry chillies,2,2,34,45,52
bihar,gopalganj,2001,whole year ,dry chillies,6,6,34,45,52
bihar,gopalganj,2002,whole year ,dry chillies,4,3,34,55,62
bihar,gopalganj,2003,whole year ,dry chillies,3,2,25,55,55
bihar,gopalganj,2004,whole year ,dry chillies,4,3,36,35,45
bihar,gopalganj,2005,whole year ,dry chillies,2,2,34,45,52
bihar,gopalganj,2007,whole year ,dry chillies,1,1,35,50,59
bihar,gopalganj,2008,whole year ,dry chillies,1,1,34,55,62
bihar,jehanabad,1997,whole year ,dry chillies,30,23,34,45,52
bihar,jehanabad,1998,whole year ,dry chillies,22,18,34,45,52
bihar,jehanabad,1999,whole year ,dry chillies,68,61,34,55,62
bihar,jehanabad,2000,whole year ,dry chillies,61,65,37,40,46
bihar,jehanabad,2001,whole year ,dry chillies,14,14,34,55,62
bihar,jehanabad,2002,whole year ,dry chillies,17,11,36,41,50
bihar,jehanabad,2003,whole year ,dry chillies,18,12,35,50,59
bihar,jehanabad,2004,whole year ,dry chillies,24,17,37,40,46
bihar,jehanabad,2005,whole year ,dry chillies,30,29,34,45,52
bihar,jehanabad,2007,whole year ,dry chillies,4,5,34,55,62
bihar,kaimur (bhabua),1997,whole year ,dry chillies,38,32,34,45,52
bihar,kaimur (bhabua),1998,whole year ,dry chillies,36,45,25,55,55
bihar,kaimur (bhabua),1999,whole year ,dry chillies,37,53,37,40,46
bihar,kaimur (bhabua),2000,whole year ,dry chillies,53,96,34,45,52
bihar,kaimur (bhabua),2001,whole year ,dry chillies,37,55,36,40,54
bihar,kaimur (bhabua),2002,whole year ,dry chillies,29,17,37,42,55
bihar,kaimur (bhabua),2003,whole year ,dry chillies,28,28,36,40,54
bihar,kaimur (bhabua),2004,whole year ,dry chillies,24,13,36,40,54
bihar,katihar,1997,whole year ,dry chillies,41,39,36,41,50
bihar,katihar,1998,whole year ,dry chillies,38,32,35,50,59
bihar,katihar,1999,whole year ,dry chillies,53,50,25,55,55
bihar,katihar,2000,whole year ,dry chillies,50,36,25,55,55
bihar,katihar,2001,whole year ,dry chillies,47,58,25,55,55
bihar,katihar,2002,whole year ,dry chillies,45,32,35,50,59
bihar,katihar,2003,whole year ,dry chillies,54,30,25,55,55
bihar,katihar,2004,whole year ,dry chillies,35,25,25,55,55
bihar,katihar,2005,whole year ,dry chillies,67,43,37,40,46
bihar,katihar,2007,whole year ,dry chillies,31,31,36,41,50
bihar,katihar,2008,whole year ,dry chillies,29,24,34,45,52
bihar,khagaria,1997,whole year ,dry chillies,474,403,37,40,46
bihar,khagaria,1998,whole year ,dry chillies,347,264,35,50,59
bihar,khagaria,1999,whole year ,dry chillies,340,289,35,50,59
bihar,khagaria,2000,whole year ,dry chillies,334,287,35,50,59
bihar,khagaria,2001,whole year ,dry chillies,213,375,36,40,54
bihar,khagaria,2002,whole year ,dry chillies,129,177,37,40,46
bihar,khagaria,2003,whole year ,dry chillies,94,68,36,41,50
bihar,khagaria,2004,whole year ,dry chillies,145,141,36,41,50
bihar,khagaria,2005,whole year ,dry chillies,87,114,36,41,50
bihar,khagaria,2007,whole year ,dry chillies,80,46,35,50,59
bihar,khagaria,2008,whole year ,dry chillies,100,94,25,55,55
bihar,kishanganj,1997,whole year ,dry chillies,25,24,36,40,54
bihar,kishanganj,1998,whole year ,dry chillies,55,52,25,55,55
bihar,kishanganj,1999,whole year ,dry chillies,53,22,36,41,50
bihar,kishanganj,2000,whole year ,dry chillies,18,13,36,35,45
bihar,kishanganj,2001,whole year ,dry chillies,12,11,37,40,46
bihar,kishanganj,2002,whole year ,dry chillies,52,36,35,50,59
bihar,kishanganj,2003,whole year ,dry chillies,54,30,36,35,45
bihar,kishanganj,2004,whole year ,dry chillies,55,39,37,40,46
bihar,kishanganj,2005,whole year ,dry chillies,83,53,36,35,45
bihar,kishanganj,2007,whole year ,dry chillies,79,46,37,40,46
bihar,kishanganj,2008,whole year ,dry chillies,78,47,37,42,55
bihar,lakhisarai,1997,whole year ,dry chillies,83,71,37,40,46
bihar,lakhisarai,1998,whole year ,dry chillies,114,86,34,45,52
bihar,lakhisarai,2000,whole year ,dry chillies,65,52,34,45,52
bihar,lakhisarai,2001,whole year ,dry chillies,2,2,36,41,50
bihar,lakhisarai,2002,whole year ,dry chillies,38,26,36,40,54
bihar,lakhisarai,2003,whole year ,dry chillies,25,18,25,55,55
bihar,lakhisarai,2004,whole year ,dry chillies,8,6,37,40,46
bihar,madhepura,1997,whole year ,dry chillies,58,49,25,55,55
bihar,madhepura,1998,whole year ,dry chillies,15,14,36,41,50
bihar,madhepura,1999,whole year ,dry chillies,3,3,36,35,45
bihar,madhepura,2000,whole year ,dry chillies,4,4,34,55,62
bihar,madhepura,2002,whole year ,dry chillies,5,3,35,50,59
bihar,madhepura,2003,whole year ,dry chillies,19,15,36,40,54
bihar,madhepura,2004,whole year ,dry chillies,20,14,37,42,55
bihar,madhepura,2005,whole year ,dry chillies,17,11,37,40,46
bihar,madhepura,2007,whole year ,dry chillies,35,25,25,55,55
bihar,madhepura,2008,whole year ,dry chillies,21,30,36,35,45
bihar,madhubani,1997,whole year ,dry chillies,19,13,25,55,55
bihar,madhubani,1998,whole year ,dry chillies,62,45,36,41,50
bihar,madhubani,1999,whole year ,dry chillies,40,50,36,41,50
bihar,madhubani,2000,whole year ,dry chillies,13,14,36,40,54
bihar,madhubani,2001,whole year ,dry chillies,28,21,34,45,52
bihar,madhubani,2002,whole year ,dry chillies,53,34,34,45,52
bihar,madhubani,2003,whole year ,dry chillies,58,35,25,55,55
bihar,madhubani,2004,whole year ,dry chillies,14,12,36,35,45
bihar,madhubani,2005,whole year ,dry chillies,36,23,36,41,50
bihar,madhubani,2007,whole year ,dry chillies,73,45,37,42,55
bihar,madhubani,2008,whole year ,dry chillies,72,45,35,50,59
bihar,munger,1997,whole year ,dry chillies,3,3,37,42,55
bihar,munger,1998,whole year ,dry chillies,5,4,25,55,55
bihar,muzaffarpur,1997,whole year ,dry chillies,92,155,25,55,55
bihar,muzaffarpur,1998,whole year ,dry chillies,111,162,35,50,59
bihar,muzaffarpur,1999,whole year ,dry chillies,64,116,25,55,55
bihar,muzaffarpur,2000,whole year ,dry chillies,51,30,35,50,59
bihar,muzaffarpur,2001,whole year ,dry chillies,75,44,34,45,52
bihar,muzaffarpur,2002,whole year ,dry chillies,160,102,37,42,55
bihar,muzaffarpur,2003,whole year ,dry chillies,83,45,36,40,54
bihar,muzaffarpur,2004,whole year ,dry chillies,51,33,36,40,54
bihar,muzaffarpur,2005,whole year ,dry chillies,40,25,34,45,52
bihar,muzaffarpur,2007,whole year ,dry chillies,16,7,35,50,59
bihar,muzaffarpur,2008,whole year ,dry chillies,101,95,36,35,45
bihar,nalanda,1997,whole year ,dry chillies,45,38,37,42,55
bihar,nalanda,1998,whole year ,dry chillies,51,63,36,41,50
bihar,nalanda,1999,whole year ,dry chillies,90,129,36,41,50
bihar,nalanda,2000,whole year ,dry chillies,35,64,37,40,46
bihar,nalanda,2001,whole year ,dry chillies,71,106,25,55,55
bihar,nalanda,2002,whole year ,dry chillies,67,48,34,55,62
bihar,nalanda,2003,whole year ,dry chillies,11,11,37,42,55
bihar,nalanda,2004,whole year ,dry chillies,11,6,35,50,59
bihar,nalanda,2005,whole year ,dry chillies,66,56,37,40,46
bihar,nalanda,2007,whole year ,dry chillies,53,24,36,35,45
bihar,nalanda,2008,whole year ,dry chillies,57,36,36,40,54
bihar,nawada,1997,whole year ,dry chillies,14,11,34,55,62
bihar,nawada,1998,whole year ,dry chillies,8,4,37,40,46
bihar,nawada,1999,whole year ,dry chillies,16,14,35,50,59
bihar,nawada,2000,whole year ,dry chillies,25,27,37,42,55
bihar,nawada,2001,whole year ,dry chillies,9,9,34,55,62
bihar,nawada,2002,whole year ,dry chillies,10,7,37,40,46
bihar,nawada,2003,whole year ,dry chillies,4,3,25,55,55
bihar,nawada,2004,whole year ,dry chillies,7,5,37,42,55
bihar,nawada,2005,whole year ,dry chillies,5,5,37,40,46
bihar,nawada,2007,whole year ,dry chillies,4,5,34,45,52
bihar,nawada,2008,whole year ,dry chillies,1,1,37,42,55
bihar,pashchim champaran,1997,whole year ,dry chillies,115,127,34,55,62
bihar,pashchim champaran,1998,whole year ,dry chillies,231,337,25,55,55
bihar,pashchim champaran,1999,whole year ,dry chillies,515,618,25,55,55
bihar,pashchim champaran,2000,whole year ,dry chillies,558,391,25,55,55
bihar,pashchim champaran,2001,whole year ,dry chillies,435,330,36,35,45
bihar,pashchim champaran,2002,whole year ,dry chillies,565,373,25,55,55
bihar,pashchim champaran,2003,whole year ,dry chillies,544,245,36,35,45
bihar,pashchim champaran,2004,whole year ,dry chillies,536,391,25,55,55
bihar,pashchim champaran,2005,whole year ,dry chillies,520,993,35,50,59
bihar,pashchim champaran,2007,whole year ,dry chillies,577,1050,37,42,55
bihar,pashchim champaran,2008,whole year ,dry chillies,590,1033,34,45,52
bihar,patna,1997,whole year ,dry chillies,91,77,25,55,55
bihar,patna,1998,whole year ,dry chillies,410,640,36,35,45
bihar,patna,1999,whole year ,dry chillies,438,566,37,40,46
bihar,patna,2000,whole year ,dry chillies,671,1436,36,41,50
bihar,patna,2001,whole year ,dry chillies,506,840,36,41,50
bihar,patna,2002,whole year ,dry chillies,96,49,36,40,54
bihar,patna,2003,whole year ,dry chillies,93,133,35,50,59
bihar,patna,2004,whole year ,dry chillies,247,101,25,55,55
bihar,patna,2005,whole year ,dry chillies,43,21,37,42,55
bihar,patna,2007,whole year ,dry chillies,22,13,34,55,62
bihar,patna,2008,whole year ,dry chillies,30,14,36,35,45
bihar,purbi champaran,1997,whole year ,dry chillies,124,83,25,55,55
bihar,purbi champaran,1998,whole year ,dry chillies,115,168,34,45,52
bihar,purbi champaran,1999,whole year ,dry chillies,136,214,34,45,52
bihar,purbi champaran,2000,whole year ,dry chillies,41,21,36,35,45
bihar,purbi champaran,2001,whole year ,dry chillies,97,71,34,45,52
bihar,purbi champaran,2002,whole year ,dry chillies,76,82,36,35,45
bihar,purbi champaran,2003,whole year ,dry chillies,70,87,36,35,45
bihar,purbi champaran,2004,whole year ,dry chillies,82,59,37,42,55
bihar,purbi champaran,2005,whole year ,dry chillies,86,53,34,55,62
bihar,purbi champaran,2007,whole year ,dry chillies,91,228,25,55,55
bihar,purbi champaran,2008,whole year ,dry chillies,93,169,36,40,54
bihar,purnia,1997,whole year ,dry chillies,124,118,25,55,55
bihar,purnia,1998,whole year ,dry chillies,79,74,37,42,55
bihar,purnia,1999,whole year ,dry chillies,398,378,37,42,55
bihar,purnia,2000,whole year ,dry chillies,105,90,36,40,54
bihar,purnia,2001,whole year ,dry chillies,85,68,37,42,55
bihar,purnia,2002,whole year ,dry chillies,166,125,37,42,55
bihar,purnia,2003,whole year ,dry chillies,92,76,34,45,52
bihar,purnia,2004,whole year ,dry chillies,88,67,34,55,62
bihar,purnia,2005,whole year ,dry chillies,103,59,25,55,55
bihar,purnia,2007,whole year ,dry chillies,37,21,36,41,50
bihar,purnia,2008,whole year ,dry chillies,60,97,36,41,50
bihar,rohtas,1997,whole year ,dry chillies,250,213,36,40,54
bihar,rohtas,1998,whole year ,dry chillies,262,296,25,55,55
bihar,rohtas,1999,whole year ,dry chillies,66,55,25,55,55
bihar,rohtas,2000,whole year ,dry chillies,266,274,34,55,62
bihar,rohtas,2001,whole year ,dry chillies,198,212,36,40,54
bihar,rohtas,2002,whole year ,dry chillies,147,88,36,41,50
bihar,rohtas,2003,whole year ,dry chillies,264,224,36,41,50
bihar,rohtas,2004,whole year ,dry chillies,121,100,36,41,50
bihar,rohtas,2005,whole year ,dry chillies,106,106,35,50,59
bihar,rohtas,2007,whole year ,dry chillies,92,40,36,35,45
bihar,rohtas,2008,whole year ,dry chillies,95,66,25,55,55
bihar,saharsa,1997,whole year ,dry chillies,28,24,34,55,62
bihar,saharsa,1998,whole year ,dry chillies,6,8,37,40,46
bihar,saharsa,2002,whole year ,dry chillies,9,6,35,50,59
bihar,saharsa,2003,whole year ,dry chillies,12,9,34,55,62
bihar,saharsa,2004,whole year ,dry chillies,4,3,35,50,59
bihar,saharsa,2005,whole year ,dry chillies,1,1,34,55,62
bihar,saharsa,2007,whole year ,dry chillies,2,1,34,55,62
bihar,saharsa,2008,whole year ,dry chillies,31,44,36,41,50
bihar,samastipur,1997,whole year ,dry chillies,270,181,37,40,46
bihar,samastipur,1998,whole year ,dry chillies,327,239,25,55,55
bihar,samastipur,1999,whole year ,dry chillies,425,570,37,40,46
bihar,samastipur,2000,whole year ,dry chillies,428,449,37,42,55
bihar,samastipur,2001,whole year ,dry chillies,340,218,36,40,54
bihar,samastipur,2002,whole year ,dry chillies,266,170,37,40,46
bihar,samastipur,2003,whole year ,dry chillies,263,163,36,41,50
bihar,samastipur,2004,whole year ,dry chillies,271,214,36,41,50
bihar,samastipur,2005,whole year ,dry chillies,274,175,36,41,50
bihar,samastipur,2007,whole year ,dry chillies,280,174,34,45,52
bihar,samastipur,2008,whole year ,dry chillies,111,69,36,41,50
bihar,saran,1998,whole year ,dry chillies,6,6,35,50,59
bihar,saran,2001,whole year ,dry chillies,9,9,34,45,52
bihar,saran,2003,whole year ,dry chillies,5,3,35,50,59
bihar,saran,2007,whole year ,dry chillies,13,17,35,50,59
bihar,saran,2008,whole year ,dry chillies,16,23,25,55,55
bihar,sheohar,1997,whole year ,dry chillies,1,1,25,55,55
bihar,sheohar,2001,whole year ,dry chillies,2,1,37,40,46
bihar,sheohar,2002,whole year ,dry chillies,2,1,35,50,59
bihar,sheohar,2004,whole year ,dry chillies,2,1,37,42,55
bihar,sheohar,2005,whole year ,dry chillies,12,20,37,42,55
bihar,sheohar,2007,whole year ,dry chillies,14,26,37,40,46
bihar,sheohar,2008,whole year ,dry chillies,20,36,36,40,54
bihar,sitamarhi,1997,whole year ,dry chillies,28,31,25,55,55
bihar,sitamarhi,1998,whole year ,dry chillies,36,53,36,40,54
bihar,sitamarhi,1999,whole year ,dry chillies,41,55,34,45,52
bihar,sitamarhi,2000,whole year ,dry chillies,29,20,35,50,59
bihar,sitamarhi,2001,whole year ,dry chillies,24,18,34,45,52
bihar,sitamarhi,2002,whole year ,dry chillies,23,16,36,41,50
bihar,sitamarhi,2003,whole year ,dry chillies,21,11,37,42,55
bihar,sitamarhi,2004,whole year ,dry chillies,27,19,36,35,45
bihar,sitamarhi,2005,whole year ,dry chillies,21,35,34,55,62
bihar,sitamarhi,2007,whole year ,dry chillies,19,36,36,35,45
bihar,sitamarhi,2008,whole year ,dry chillies,21,38,37,40,46
bihar,siwan,1997,whole year ,dry chillies,81,69,34,55,62
bihar,siwan,1998,whole year ,dry chillies,72,68,37,42,55
bihar,siwan,1999,whole year ,dry chillies,63,65,37,42,55
bihar,siwan,2003,whole year ,dry chillies,1,1,36,35,45
bihar,siwan,2004,whole year ,dry chillies,18,13,36,35,45
bihar,siwan,2005,whole year ,dry chillies,17,16,36,40,54
bihar,siwan,2007,whole year ,dry chillies,2,3,36,41,50
bihar,siwan,2008,whole year ,dry chillies,5,7,37,42,55
bihar,supaul,1997,whole year ,dry chillies,1,1,36,40,54
bihar,supaul,1998,whole year ,dry chillies,80,75,25,55,55
bihar,supaul,1999,whole year ,dry chillies,57,59,25,55,55
bihar,supaul,2000,whole year ,dry chillies,77,82,34,55,62
bihar,supaul,2001,whole year ,dry chillies,128,128,36,41,50
bihar,supaul,2002,whole year ,dry chillies,187,125,35,50,59
bihar,supaul,2003,whole year ,dry chillies,131,101,37,40,46
bihar,supaul,2004,whole year ,dry chillies,116,84,37,42,55
bihar,supaul,2005,whole year ,dry chillies,149,95,36,40,54
bihar,supaul,2007,whole year ,dry chillies,115,81,36,35,45
bihar,supaul,2008,whole year ,dry chillies,109,154,34,55,62
bihar,vaishali,1997,whole year ,dry chillies,70,77,34,45,52
bihar,vaishali,1998,whole year ,dry chillies,80,117,37,40,46
bihar,vaishali,1999,whole year ,dry chillies,71,94,25,55,55
bihar,vaishali,2000,whole year ,dry chillies,70,48,36,35,45
bihar,vaishali,2001,whole year ,dry chillies,116,85,25,55,55
bihar,vaishali,2002,whole year ,dry chillies,50,28,35,50,59
bihar,vaishali,2003,whole year ,dry chillies,22,12,35,50,59
bihar,vaishali,2004,whole year ,dry chillies,27,21,25,55,55
bihar,vaishali,2005,whole year ,dry chillies,30,48,36,35,45
bihar,vaishali,2007,whole year ,dry chillies,51,96,37,40,46
bihar,vaishali,2008,whole year ,dry chillies,16,29,34,45,52
bihar,araria,1997,kharif     ,dry ginger,78,110,36,35,45
bihar,araria,1998,whole year ,dry ginger,48,67,34,55,62
bihar,araria,1999,kharif     ,dry ginger,315,459,25,55,55
bihar,araria,2000,kharif     ,dry ginger,57,78,36,35,45
bihar,araria,2001,kharif     ,dry ginger,18,25,36,41,50
bihar,araria,2002,whole year ,dry ginger,60,89,36,41,50
bihar,araria,2003,kharif     ,dry ginger,45,69,36,40,54
bihar,araria,2004,kharif     ,dry ginger,41,62,25,55,55
bihar,araria,2004,whole year ,dry ginger,71,107,36,41,50
bihar,araria,2005,whole year ,dry ginger,39,59,36,40,54
bihar,araria,2007,kharif     ,dry ginger,72,109,36,40,54
bihar,araria,2008,kharif     ,dry ginger,72,119,36,41,50
bihar,arwal,2005,whole year ,dry ginger,3,4,34,45,52
bihar,arwal,2008,kharif     ,dry ginger,3,5,36,41,50
bihar,aurangabad,1997,kharif     ,dry ginger,8,11,35,50,59
bihar,aurangabad,1998,whole year ,dry ginger,3,4,36,40,54
bihar,aurangabad,2001,kharif     ,dry ginger,3,4,36,35,45
bihar,aurangabad,2002,whole year ,dry ginger,1,1,25,55,55
bihar,aurangabad,2005,whole year ,dry ginger,1,2,36,41,50
bihar,begusarai,1999,kharif     ,dry ginger,1,1,36,40,54
bihar,begusarai,2000,kharif     ,dry ginger,1,1,36,40,54
bihar,begusarai,2002,whole year ,dry ginger,3,4,36,41,50
bihar,begusarai,2005,whole year ,dry ginger,1,2,36,41,50
bihar,bhagalpur,1997,kharif     ,dry ginger,3,4,35,50,59
bihar,bhagalpur,1998,whole year ,dry ginger,4,6,34,55,62
bihar,bhagalpur,1999,kharif     ,dry ginger,12,17,36,35,45
bihar,bhagalpur,2000,kharif     ,dry ginger,7,10,34,55,62
bihar,bhagalpur,2001,kharif     ,dry ginger,8,11,35,50,59
bihar,bhagalpur,2002,whole year ,dry ginger,4,6,34,45,52
bihar,bhagalpur,2003,kharif     ,dry ginger,10,15,36,35,45
bihar,bhagalpur,2005,whole year ,dry ginger,15,22,36,35,45
bihar,gaya,2002,whole year ,dry ginger,1,1,34,45,52
bihar,gaya,2005,whole year ,dry ginger,4,6,36,41,50
bihar,gaya,2007,kharif     ,dry ginger,1,2,34,45,52
bihar,gaya,2008,kharif     ,dry ginger,3,5,25,55,55
bihar,jehanabad,1997,kharif     ,dry ginger,2,3,34,55,62
bihar,jehanabad,1998,whole year ,dry ginger,2,3,34,55,62
bihar,jehanabad,2003,kharif     ,dry ginger,1,2,37,42,55
bihar,katihar,1997,kharif     ,dry ginger,15,21,34,55,62
bihar,katihar,1998,whole year ,dry ginger,1,1,25,55,55
bihar,katihar,2000,kharif     ,dry ginger,20,28,36,35,45
bihar,katihar,2001,kharif     ,dry ginger,11,15,37,40,46
bihar,katihar,2002,whole year ,dry ginger,14,21,25,55,55
bihar,katihar,2003,kharif     ,dry ginger,2,3,37,40,46
bihar,katihar,2004,kharif     ,dry ginger,4,6,37,40,46
bihar,katihar,2004,whole year ,dry ginger,4,6,36,35,45
bihar,katihar,2007,kharif     ,dry ginger,5,8,36,41,50
bihar,katihar,2008,kharif     ,dry ginger,5,8,34,45,52
bihar,kishanganj,1997,kharif     ,dry ginger,193,273,37,40,46
bihar,kishanganj,1998,whole year ,dry ginger,359,502,36,35,45
bihar,kishanganj,1999,kharif     ,dry ginger,242,253,36,41,50
bihar,kishanganj,2000,kharif     ,dry ginger,436,600,37,42,55
bihar,kishanganj,2001,kharif     ,dry ginger,81,113,36,41,50
bihar,kishanganj,2002,whole year ,dry ginger,183,272,25,55,55
bihar,kishanganj,2003,kharif     ,dry ginger,184,283,37,40,46
bihar,kishanganj,2004,kharif     ,dry ginger,183,278,36,41,50
bihar,kishanganj,2004,whole year ,dry ginger,183,277,36,41,50
bihar,kishanganj,2005,whole year ,dry ginger,530,799,37,40,46
bihar,kishanganj,2007,kharif     ,dry ginger,455,692,35,50,59
bihar,kishanganj,2008,kharif     ,dry ginger,510,845,36,40,54
bihar,madhepura,1997,kharif     ,dry ginger,20,28,34,55,62
bihar,madhepura,1998,whole year ,dry ginger,9,13,37,42,55
bihar,madhepura,1999,kharif     ,dry ginger,4,5,36,40,54
bihar,madhepura,2000,kharif     ,dry ginger,4,4,25,55,55
bihar,madhepura,2002,whole year ,dry ginger,5,8,25,55,55
bihar,madhepura,2005,whole year ,dry ginger,1,1,36,41,50
bihar,madhepura,2007,kharif     ,dry ginger,2,3,37,40,46
bihar,madhepura,2008,kharif     ,dry ginger,2,3,37,42,55
bihar,madhubani,1997,kharif     ,dry ginger,1,1,34,55,62
bihar,madhubani,2000,kharif     ,dry ginger,7,7,36,40,54
bihar,madhubani,2002,whole year ,dry ginger,3,4,34,55,62
bihar,madhubani,2003,kharif     ,dry ginger,3,3,25,55,55
bihar,madhubani,2004,kharif     ,dry ginger,8,8,36,41,50
bihar,madhubani,2004,whole year ,dry ginger,8,8,37,40,46
bihar,madhubani,2005,whole year ,dry ginger,41,62,37,42,55
bihar,madhubani,2007,kharif     ,dry ginger,62,95,36,40,54
bihar,madhubani,2008,kharif     ,dry ginger,63,86,34,55,62
bihar,muzaffarpur,1997,kharif     ,dry ginger,12,17,37,42,55
bihar,muzaffarpur,1998,whole year ,dry ginger,34,46,25,55,55
